source,target,label,weight,id
user_90,movie_197,5,1.0,9237
user_321,movie_474,4,0.8,9258
user_313,movie_100,5,1.0,9323
user_163,movie_64,4,0.8,9394
user_60,movie_480,4,0.8,9432
user_6,movie_484,5,1.0,9487
user_360,movie_134,5,1.0,9552
user_263,movie_318,5,1.0,9563
user_318,movie_12,4,0.8,9584
user_328,movie_483,5,1.0,9587
user_6,movie_199,4,0.8,9622
user_263,movie_134,5,1.0,9739
user_90,movie_100,5,1.0,9743
user_65,movie_661,4,0.8,9826
user_321,movie_124,3,0.6,9878
user_13,movie_124,5,1.0,9900
user_6,movie_197,5,1.0,9916
user_316,movie_197,4,0.8,9990
user_90,movie_190,5,1.0,10000
user_87,movie_318,4,0.8,10074
user_328,movie_661,5,1.0,10100
user_106,movie_285,4,0.8,10124
user_237,movie_479,5,1.0,10155
user_343,movie_483,5,1.0,10172
user_144,movie_480,4,0.8,10251
user_7,movie_498,5,1.0,10438
user_312,movie_483,5,1.0,10452
user_271,movie_318,5,1.0,10502
user_392,movie_178,5,1.0,10507
user_296,movie_484,4,0.8,10577
user_158,movie_50,4,0.8,10589
user_316,movie_64,4,0.8,10693
user_234,movie_12,1,0.2,10700
user_13,movie_100,5,1.0,10796
user_72,movie_423,5,1.0,10864
user_85,movie_318,4,0.8,10895
user_48,movie_423,4,0.8,10909
user_389,movie_124,4,0.8,10964
user_360,movie_197,5,1.0,11004
user_316,movie_190,5,1.0,11005
user_108,movie_515,5,1.0,11061
user_392,movie_302,5,1.0,11078
user_60,movie_511,4,0.8,11094
user_7,movie_483,4,0.8,11112
user_308,movie_12,5,1.0,11261
user_254,movie_199,4,0.8,11278
user_360,movie_302,4,0.8,11314
user_7,movie_484,5,1.0,11340
user_390,movie_124,4,0.8,11446
user_60,movie_132,4,0.8,11485
user_48,movie_511,5,1.0,11526
user_382,movie_474,5,1.0,11529
user_87,movie_64,5,1.0,11546
user_14,movie_603,4,0.8,11564
user_313,movie_515,5,1.0,11612
user_237,movie_423,4,0.8,11673
user_6,movie_483,5,1.0,11805
user_266,movie_124,4,0.8,11906
user_72,movie_480,5,1.0,11958
user_72,movie_100,5,1.0,11992
user_82,movie_479,4,0.8,12068
user_47,movie_302,5,1.0,12115
user_2,movie_316,5,1.0,12151
user_48,movie_427,4,0.8,12156
user_308,movie_199,4,0.8,12166
user_91,movie_64,4,0.8,12179
user_313,movie_423,4,0.8,12205
user_146,movie_302,4,0.8,12227
user_87,movie_515,4,0.8,12269
user_308,movie_498,5,1.0,12323
user_131,movie_302,5,1.0,12420
user_383,movie_474,5,1.0,12441
user_237,movie_199,4,0.8,12480
user_313,movie_199,4,0.8,12520
user_328,movie_515,5,1.0,12527
user_321,movie_199,4,0.8,12568
user_48,movie_132,5,1.0,12597
user_296,movie_124,5,1.0,12701
user_6,movie_423,3,0.6,12769
user_406,movie_479,4,0.8,12777
user_171,movie_302,4,0.8,12794
user_313,movie_64,4,0.8,12852
user_298,movie_197,4,0.8,12870
user_401,movie_199,3,0.6,12910
user_192,movie_302,5,1.0,12918
user_379,movie_480,5,1.0,12919
user_91,movie_484,4,0.8,12934
user_237,movie_513,5,1.0,12980
user_343,movie_654,5,1.0,13009
user_138,movie_519,5,1.0,13012
user_370,movie_12,4,0.8,13040
user_313,movie_134,5,1.0,13224
user_389,movie_100,5,1.0,13225
user_328,movie_423,4,0.8,13269
user_60,movie_197,4,0.8,13300
user_389,movie_479,4,0.8,13324
user_328,movie_480,3,0.6,13368
user_197,movie_190,3,0.6,13426
user_379,movie_50,4,0.8,13478
user_409,movie_50,5,1.0,13497
user_392,movie_285,3,0.6,13551
user_185,movie_285,5,1.0,13558
user_6,movie_124,5,1.0,13593
user_401,movie_519,4,0.8,13687
user_406,movie_318,5,1.0,13715
user_308,movie_64,4,0.8,13725
user_343,movie_199,5,1.0,13796
user_136,movie_100,5,1.0,13865
user_212,movie_197,5,1.0,13878
user_232,movie_318,5,1.0,13902
user_370,movie_511,4,0.8,13946
user_409,movie_197,3,0.6,14079
user_204,movie_302,5,1.0,14270
user_263,movie_64,5,1.0,14354
user_409,movie_199,4,0.8,14552
user_390,movie_100,5,1.0,14601
user_163,movie_318,4,0.8,14636
user_383,movie_603,5,1.0,14697
user_312,movie_474,5,1.0,14762
user_413,movie_124,5,1.0,14829
user_321,movie_484,5,1.0,14863
user_72,movie_484,4,0.8,14904
user_144,movie_197,4,0.8,14909
user_271,movie_64,5,1.0,14914
user_168,movie_100,4,0.8,14928
user_202,movie_484,4,0.8,14967
user_13,movie_483,5,1.0,14968
user_13,movie_423,5,1.0,15094
user_312,movie_513,5,1.0,15112
user_406,movie_12,4,0.8,15260
user_232,movie_515,2,0.4,15294
user_172,movie_178,3,0.6,15306
user_312,movie_190,5,1.0,15405
user_7,movie_190,5,1.0,15414
user_212,movie_427,4,0.8,15555
user_308,movie_197,3,0.6,15576
user_72,movie_479,4,0.8,15661
user_383,movie_513,5,1.0,15733
user_308,movie_124,4,0.8,15913
user_316,movie_318,5,1.0,15931
user_313,movie_498,5,1.0,15952
user_401,movie_654,3,0.6,15993
user_343,movie_132,5,1.0,16057
user_343,movie_498,5,1.0,16063
user_91,movie_318,5,1.0,16130
user_401,movie_603,4,0.8,16132
user_308,movie_100,5,1.0,16139
user_6,movie_511,5,1.0,16154
user_13,movie_519,5,1.0,16176
user_91,movie_134,4,0.8,16188
user_263,movie_423,5,1.0,16281
user_426,movie_480,5,1.0,16357
user_321,movie_515,5,1.0,16364
user_298,movie_178,5,1.0,16376
user_340,movie_423,4,0.8,16404
user_10,movie_132,5,1.0,16431
user_426,movie_603,5,1.0,16455
user_123,movie_480,3,0.6,16483
user_401,movie_50,1,0.2,16486
user_263,movie_483,5,1.0,16552
user_252,movie_100,5,1.0,16580
user_197,movie_316,4,0.8,16655
user_237,movie_603,5,1.0,16660
user_10,movie_199,4,0.8,16779
user_59,movie_50,5,1.0,16786
user_318,movie_285,4,0.8,16829
user_60,movie_64,4,0.8,16851
user_234,movie_484,5,1.0,16875
user_121,movie_515,4,0.8,16918
user_316,movie_132,4,0.8,16988
user_343,movie_124,4,0.8,17011
user_234,movie_483,5,1.0,17025
user_14,movie_50,5,1.0,17105
user_409,movie_480,5,1.0,17143
user_406,movie_199,5,1.0,17218
user_232,movie_474,5,1.0,17235
user_144,movie_190,5,1.0,17242
user_389,movie_498,5,1.0,17252
user_10,movie_483,5,1.0,17294
user_328,movie_511,4,0.8,17302
user_427,movie_302,4,0.8,17332
user_329,movie_12,4,0.8,17366
user_326,movie_479,5,1.0,17370
user_263,movie_661,5,1.0,17421
user_10,movie_603,5,1.0,17473
user_409,movie_479,5,1.0,17485
user_90,movie_483,5,1.0,17504
user_329,movie_483,4,0.8,17604
user_296,movie_134,5,1.0,17605
user_328,movie_199,4,0.8,17606
user_325,movie_197,4,0.8,17619
user_234,movie_654,5,1.0,17636
user_136,movie_515,5,1.0,17649
user_123,movie_132,3,0.6,17672
user_91,movie_515,5,1.0,17695
user_85,movie_479,4,0.8,17730
user_321,movie_100,4,0.8,17737
user_172,movie_483,3,0.6,17768
user_234,movie_427,4,0.8,17875
user_29,movie_302,4,0.8,17894
user_308,movie_484,3,0.6,17966
user_59,movie_427,5,1.0,18038
user_6,movie_318,4,0.8,18074
user_326,movie_197,1,0.2,18126
user_401,movie_100,4,0.8,18132
user_379,movie_199,4,0.8,18209
user_185,movie_515,4,0.8,18280
user_7,movie_480,4,0.8,18293
user_138,movie_318,5,1.0,18307
user_59,movie_513,4,0.8,18433
user_406,movie_50,5,1.0,18446
user_90,movie_318,5,1.0,18454
user_254,movie_132,4,0.8,18548
user_82,movie_199,4,0.8,18556
user_97,movie_661,5,1.0,18627
user_409,movie_654,3,0.6,18635
user_271,movie_423,4,0.8,18651
user_325,movie_100,4,0.8,18758
user_328,movie_474,4,0.8,18761
user_85,movie_511,4,0.8,18822
user_444,movie_50,5,1.0,18858
user_195,movie_132,5,1.0,18868
user_326,movie_603,4,0.8,19103
user_392,movie_511,5,1.0,19109
user_395,movie_64,5,1.0,19162
user_82,movie_513,4,0.8,19222
user_60,movie_199,5,1.0,19261
user_14,movie_285,5,1.0,19274
user_6,movie_100,5,1.0,19304
user_343,movie_100,5,1.0,19343
user_420,movie_302,4,0.8,19369
user_383,movie_483,5,1.0,19539
user_325,movie_483,5,1.0,19589
user_82,movie_519,4,0.8,19599
user_401,movie_661,3,0.6,19657
user_454,movie_484,3,0.6,19667
user_6,movie_480,4,0.8,19694
user_59,movie_511,5,1.0,19707
user_7,movie_515,3,0.6,19721
user_360,movie_423,4,0.8,19729
user_158,movie_124,4,0.8,19748
user_379,movie_603,5,1.0,19757
user_406,movie_511,5,1.0,19771
user_383,movie_197,5,1.0,19789
user_438,movie_50,5,1.0,19941
user_10,movie_474,4,0.8,19950
user_131,movie_285,5,1.0,19981
user_321,movie_190,4,0.8,20018
user_59,movie_64,5,1.0,20052
user_298,movie_511,4,0.8,20093
user_90,movie_515,5,1.0,20143
user_454,movie_479,4,0.8,20180
user_426,movie_199,5,1.0,20308
user_458,movie_318,4,0.8,20465
user_383,movie_302,4,0.8,20511
user_87,movie_132,5,1.0,20599
user_85,movie_190,4,0.8,20703
user_390,movie_515,4,0.8,20744
user_121,movie_124,5,1.0,20796
user_383,movie_427,5,1.0,20840
user_131,movie_124,5,1.0,20905
user_85,movie_654,4,0.8,21021
user_406,movie_515,2,0.4,21029
user_469,movie_513,5,1.0,21139
user_329,movie_197,4,0.8,21150
user_90,movie_474,5,1.0,21191
user_389,movie_64,4,0.8,21261
user_343,movie_427,5,1.0,21263
user_234,movie_285,4,0.8,21282
user_389,movie_50,5,1.0,21283
user_474,movie_480,5,1.0,21314
user_202,movie_423,3,0.6,21387
user_458,movie_178,4,0.8,21388
user_26,movie_316,3,0.6,21400
user_316,movie_199,3,0.6,21475
user_389,movie_484,5,1.0,21484
user_227,movie_124,4,0.8,21543
user_72,movie_318,5,1.0,21634
user_273,movie_316,4,0.8,21646
user_418,movie_302,2,0.4,21664
user_474,movie_661,4,0.8,21736
user_480,movie_190,5,1.0,21741
user_379,movie_100,5,1.0,21801
user_313,movie_474,5,1.0,21839
user_254,movie_498,4,0.8,21871
user_392,movie_199,5,1.0,21896
user_48,movie_483,5,1.0,22023
user_87,movie_100,5,1.0,22030
user_60,movie_661,4,0.8,22053
user_474,movie_134,4,0.8,22147
user_188,movie_483,5,1.0,22210
user_157,movie_50,4,0.8,22264
user_20,movie_498,3,0.6,22291
user_263,movie_100,5,1.0,22322
user_65,movie_50,5,1.0,22354
user_474,movie_484,5,1.0,22417
user_212,movie_199,5,1.0,22512
user_169,movie_498,3,0.6,22527
user_106,movie_12,4,0.8,22565
user_481,movie_318,1,0.2,22574
user_271,movie_479,4,0.8,22598
user_72,movie_134,5,1.0,22652
user_14,movie_12,5,1.0,22668
user_379,movie_12,5,1.0,22689
user_474,movie_100,5,1.0,22705
user_469,movie_484,5,1.0,22708
user_463,movie_100,4,0.8,22725
user_474,movie_474,5,1.0,22743
user_10,movie_50,5,1.0,22751
user_212,movie_423,4,0.8,22895
user_298,movie_483,5,1.0,22940
user_123,movie_197,5,1.0,23023
user_492,movie_318,5,1.0,23025
user_266,movie_285,4,0.8,23056
user_308,movie_318,4,0.8,23110
user_236,movie_132,4,0.8,23152
user_458,movie_50,2,0.4,23198
user_458,movie_423,2,0.4,23245
user_254,movie_64,4,0.8,23253
user_313,movie_480,5,1.0,23264
user_263,movie_316,5,1.0,23305
user_271,movie_12,4,0.8,23402
user_6,movie_50,4,0.8,23457
user_192,movie_50,4,0.8,23459
user_10,movie_302,4,0.8,23494
user_20,movie_423,2,0.4,23536
user_474,movie_316,5,1.0,23578
user_48,movie_480,4,0.8,23579
user_488,movie_480,3,0.6,23626
user_401,movie_318,4,0.8,23648
user_237,movie_190,4,0.8,23691
user_409,movie_474,5,1.0,23710
user_444,movie_100,5,1.0,23795
user_90,movie_302,5,1.0,23864
user_340,movie_199,5,1.0,23874
user_236,movie_483,5,1.0,23881
user_455,movie_511,5,1.0,23891
user_499,movie_511,5,1.0,23902
user_87,movie_199,5,1.0,23956
user_426,movie_132,4,0.8,24023
user_463,movie_285,4,0.8,24056
user_169,movie_483,3,0.6,24066
user_121,movie_479,5,1.0,24125
user_296,movie_100,5,1.0,24157
user_379,movie_285,5,1.0,24238
user_91,movie_498,3,0.6,24301
user_370,movie_285,3,0.6,24306
user_85,movie_423,4,0.8,24341
user_188,movie_498,5,1.0,24386
user_406,movie_427,4,0.8,24391
user_313,movie_178,5,1.0,24426
user_123,movie_100,4,0.8,24529
user_85,movie_100,3,0.6,24540
user_454,movie_519,2,0.4,24585
user_48,movie_519,3,0.6,24709
user_426,movie_318,5,1.0,24712
user_7,movie_199,5,1.0,24870
user_409,movie_12,4,0.8,24874
user_90,movie_661,5,1.0,24914
user_506,movie_479,4,0.8,25072
user_401,movie_483,4,0.8,25075
user_360,movie_124,5,1.0,25108
user_389,movie_519,4,0.8,25215
user_389,movie_132,5,1.0,25220
user_383,movie_100,4,0.8,25283
user_59,movie_483,5,1.0,25327
user_157,movie_100,5,1.0,25352
user_488,movie_474,2,0.4,25376
user_413,movie_302,2,0.4,25378
user_396,movie_100,2,0.4,25395
user_383,movie_654,5,1.0,25499
user_321,movie_64,3,0.6,25510
user_384,movie_316,5,1.0,25511
user_91,movie_132,3,0.6,25552
user_360,movie_483,5,1.0,25737
user_458,movie_12,5,1.0,25783
user_360,movie_515,4,0.8,25785
user_97,movie_132,5,1.0,25818
user_321,movie_480,4,0.8,25845
user_518,movie_124,3,0.6,25862
user_113,movie_124,3,0.6,25900
user_392,movie_134,5,1.0,25904
user_499,movie_661,3,0.6,25927
user_409,movie_483,4,0.8,25972
user_326,movie_64,4,0.8,26007
user_516,movie_199,3,0.6,26017
user_326,movie_511,4,0.8,26032
user_333,movie_513,4,0.8,26050
user_325,movie_50,5,1.0,26077
user_13,movie_316,5,1.0,26083
user_409,movie_484,4,0.8,26137
user_15,movie_50,5,1.0,26162
user_389,movie_474,5,1.0,26191
user_232,movie_302,5,1.0,26250
user_524,movie_285,3,0.6,26251
user_454,movie_197,4,0.8,26263
user_492,movie_483,2,0.4,26347
user_474,movie_285,5,1.0,26357
user_298,movie_134,5,1.0,26367
user_480,movie_483,3,0.6,26530
user_85,movie_197,5,1.0,26550
user_298,movie_318,5,1.0,26601
user_123,movie_483,4,0.8,26614
user_474,movie_498,4,0.8,26629
user_232,movie_603,4,0.8,26717
user_524,movie_603,3,0.6,26823
user_454,movie_100,4,0.8,26858
user_506,movie_50,5,1.0,26868
user_360,movie_50,4,0.8,26892
user_326,movie_483,5,1.0,26921
user_91,movie_603,5,1.0,27022
user_406,movie_474,5,1.0,27054
user_328,movie_12,5,1.0,27057
user_312,movie_654,5,1.0,27128
user_26,movie_302,5,1.0,27414
user_533,movie_50,5,1.0,27416
user_463,movie_124,5,1.0,27423
user_454,movie_50,4,0.8,27531
user_340,movie_50,4,0.8,27587
user_382,movie_197,4,0.8,27615
user_7,movie_100,5,1.0,27650
user_97,movie_197,3,0.6,27655
user_469,movie_134,5,1.0,27683
user_492,movie_124,4,0.8,27719
user_524,movie_479,4,0.8,27724
user_59,movie_423,5,1.0,27742
user_535,movie_519,3,0.6,27749
user_535,movie_515,3,0.6,27764
user_313,movie_483,5,1.0,27835
user_10,movie_480,5,1.0,27838
user_524,movie_423,4,0.8,27850
user_90,movie_427,5,1.0,27856
user_234,movie_474,4,0.8,27973
user_389,movie_483,5,1.0,28031
user_123,movie_479,4,0.8,28047
user_15,movie_302,4,0.8,28053
user_524,movie_483,4,0.8,28080
user_454,movie_427,4,0.8,28167
user_489,movie_302,5,1.0,28334
user_254,movie_423,5,1.0,28404
user_121,movie_427,4,0.8,28439
user_474,movie_199,5,1.0,28525
user_499,movie_427,5,1.0,28610
user_296,movie_199,5,1.0,28642
user_535,movie_285,4,0.8,28653
user_343,movie_302,4,0.8,28704
user_90,movie_285,5,1.0,29000
user_401,movie_316,5,1.0,29179
user_136,movie_318,5,1.0,29184
user_401,movie_197,4,0.8,29199
user_409,movie_318,4,0.8,29205
user_325,movie_654,4,0.8,29245
user_263,movie_498,5,1.0,29271
user_492,movie_511,5,1.0,29323
user_406,movie_519,4,0.8,29423
user_506,movie_603,5,1.0,29447
user_85,movie_134,5,1.0,29471
user_460,movie_302,4,0.8,29767
user_370,movie_64,4,0.8,29816
user_454,movie_654,2,0.4,29899
user_455,movie_318,3,0.6,29923
user_313,movie_479,5,1.0,30030
user_90,movie_480,5,1.0,30032
user_553,movie_511,5,1.0,30035
user_547,movie_316,5,1.0,30057
user_161,movie_50,2,0.4,30101
user_492,movie_64,4,0.8,30122
user_7,movie_178,4,0.8,30128
user_237,movie_178,4,0.8,30207
user_313,movie_50,5,1.0,30218
user_113,movie_50,5,1.0,30284
user_370,movie_484,4,0.8,30290
user_524,movie_199,4,0.8,30338
user_232,movie_132,5,1.0,30344
user_234,movie_515,5,1.0,30349
user_370,movie_661,5,1.0,30635
user_379,movie_427,5,1.0,30701
user_10,movie_178,5,1.0,30722
user_318,movie_480,4,0.8,30766
user_211,movie_423,5,1.0,30797
user_144,movie_654,4,0.8,30804
user_318,movie_132,4,0.8,30826
user_539,movie_661,5,1.0,30842
user_60,movie_515,5,1.0,30917
user_455,movie_515,4,0.8,30953
user_474,movie_603,5,1.0,31080
user_13,movie_654,5,1.0,31098
user_533,movie_427,4,0.8,31101
user_382,movie_100,4,0.8,31150
user_10,movie_134,5,1.0,31189
user_185,movie_423,5,1.0,31210
user_234,movie_124,4,0.8,31212
user_325,movie_498,4,0.8,31267
user_454,movie_318,5,1.0,31291
user_121,movie_100,4,0.8,31324
user_523,movie_50,5,1.0,31327
user_444,movie_515,4,0.8,31357
user_390,movie_302,5,1.0,31358
user_225,movie_427,5,1.0,31422
user_138,movie_513,5,1.0,31429
user_454,movie_474,4,0.8,31430
user_60,movie_12,4,0.8,31544
user_173,movie_302,5,1.0,31553
user_491,movie_190,4,0.8,31575
user_535,movie_479,4,0.8,31690
user_326,movie_654,1,0.2,31703
user_454,movie_12,3,0.6,31712
user_506,movie_654,4,0.8,31713
user_188,movie_100,4,0.8,31722
user_454,movie_603,4,0.8,31827
user_164,movie_100,5,1.0,31841
user_29,movie_480,4,0.8,31867
user_234,movie_178,5,1.0,31888
user_161,movie_132,1,0.2,31925
user_573,movie_661,4,0.8,31968
user_553,movie_427,5,1.0,31976
user_326,movie_423,3,0.6,32020
user_454,movie_661,4,0.8,32159
user_474,movie_132,4,0.8,32161
user_469,movie_654,4,0.8,32299
user_438,movie_100,4,0.8,32322
user_446,movie_302,4,0.8,32334
user_503,movie_654,5,1.0,32349
user_164,movie_515,4,0.8,32423
user_138,movie_12,5,1.0,32492
user_13,movie_603,4,0.8,32496
user_392,movie_515,5,1.0,32530
user_549,movie_50,5,1.0,32550
user_518,movie_100,4,0.8,32577
user_379,movie_64,5,1.0,32635
user_7,movie_64,5,1.0,32678
user_454,movie_316,4,0.8,32723
user_533,movie_479,4,0.8,32726
user_533,movie_190,2,0.4,32807
user_539,movie_50,3,0.6,32810
user_488,movie_199,4,0.8,32847
user_7,movie_603,4,0.8,32855
user_59,movie_484,4,0.8,32867
user_13,movie_484,5,1.0,32869
user_401,movie_64,3,0.6,32891
user_271,movie_285,4,0.8,33014
user_13,movie_12,5,1.0,33062
user_389,movie_423,5,1.0,33090
user_474,movie_483,5,1.0,33152
user_188,movie_64,5,1.0,33163
user_590,movie_285,5,1.0,33220
user_6,movie_64,4,0.8,33223
user_463,movie_50,4,0.8,33227
user_506,movie_661,5,1.0,33239
user_59,movie_498,5,1.0,33250
user_406,movie_498,5,1.0,33253
user_539,movie_483,5,1.0,33284
user_87,movie_50,5,1.0,33354
user_263,movie_480,3,0.6,33408
user_13,movie_661,5,1.0,33528
user_503,movie_134,5,1.0,33546
user_488,movie_100,2,0.4,33608
user_535,movie_480,4,0.8,33617
user_558,movie_124,4,0.8,33625
user_10,movie_511,4,0.8,33662
user_379,movie_124,5,1.0,33693
user_91,movie_50,5,1.0,33722
user_535,movie_423,5,1.0,33732
user_237,movie_197,4,0.8,33745
user_383,movie_480,5,1.0,33795
user_409,movie_427,5,1.0,33814
user_87,movie_427,4,0.8,33907
user_236,movie_423,5,1.0,33927
user_29,movie_661,5,1.0,33947
user_263,movie_515,5,1.0,33985
user_499,movie_318,5,1.0,33992
user_321,movie_132,5,1.0,34056
user_263,movie_132,5,1.0,34062
user_488,movie_511,4,0.8,34067
user_524,movie_178,3,0.6,34116
user_89,movie_100,5,1.0,34136
user_573,movie_427,4,0.8,34141
user_523,movie_285,5,1.0,34327
user_474,movie_178,4,0.8,34331
user_321,movie_513,4,0.8,34382
user_144,movie_316,5,1.0,34415
user_360,movie_100,5,1.0,34572
user_553,movie_199,4,0.8,34580
user_535,movie_603,4,0.8,34635
user_204,movie_318,5,1.0,34660
user_524,movie_474,4,0.8,34675
