id,label,action,adventure,animation,children,comedy,crime,documentary,drama,fantasy,filmnoir,horror,musical,mystery,romance,scifi,theater,thriller,unknown,war,western
"movie_268","Chasing Amy (1997)","false","false","false","false","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_269","Full Monty, The (1997)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_270","Gattaca (1997)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","true","true","true","false","false","false"
"movie_271","Starship Troopers (1997)","true","true","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","true","false"
"movie_274","Sabrina (1995)","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_275","Sense and Sensibility (1995)","false","false","false","false","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_281","River Wild, The (1994)","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_282","Time to Kill, A (1996)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_283","Emma (1996)","false","false","false","false","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_284","Tin Cup (1996)","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_286","English Patient, The (1996)","false","false","false","false","false","false","false","true","false","false","false","false","false","true","false","true","false","false","true","false"
"movie_287","Marvin's Room (1996)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_288","Scream (1996)","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","true","false","false","false"
"movie_289","Evita (1996)","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false"
"movie_292","Rosewood (1997)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_294","Liar Liar (1997)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_295","Breakdown (1997)","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_298","Face/Off (1997)","true","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","true","false","false","false"
"movie_299","Hoodlum (1997)","false","false","false","false","false","true","false","true","false","true","false","false","false","false","false","true","false","false","false","false"
"movie_300","Air Force One (1997)","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_301","In & Out (1997)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_302","L.A. Confidential (1997)","false","false","false","false","false","true","false","false","false","true","false","false","true","false","false","true","true","false","false","false"
"movie_303","Ulee's Gold (1997)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_304","Fly Away Home (1996)","false","true","false","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_305","Ice Storm, The (1997)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_306","Mrs. Brown (Her Majesty, Mrs. Brown) (1997)","false","false","false","false","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_307","Devil's Advocate, The (1997)","false","false","false","false","false","true","false","false","false","false","true","false","true","false","false","true","true","false","false","false"
"movie_308","FairyTale: A True Story (1997)","false","false","false","true","false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false"
"movie_310","Rainmaker, The (1997)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_313","Titanic (1997)","true","false","false","false","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_318","Schindler's List (1993)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","true","false"
"movie_319","Everyone Says I Love You (1996)","false","false","false","false","true","false","false","false","false","false","false","true","false","true","false","true","false","false","false","false"
"movie_321","Mother (1996)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_322","Murder at 1600 (1997)","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","true","true","false","false","false"
"movie_323","Dante's Peak (1997)","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_324","Lost Highway (1997)","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false"
"movie_325","Crash (1996)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_326","G.I. Jane (1997)","true","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","true","false"
"movie_327","Cop Land (1997)","false","false","false","false","false","true","false","true","false","false","false","false","true","false","false","true","false","false","false","false"
"movie_328","Conspiracy Theory (1997)","true","false","false","false","false","false","false","false","false","false","false","false","true","true","false","true","true","false","false","false"
"movie_329","Desperate Measures (1998)","false","false","false","false","false","true","false","true","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_330","187 (1997)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_331","Edge, The (1997)","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_332","Kiss the Girls (1997)","false","false","false","false","false","true","false","true","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_333","Game, The (1997)","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","true","true","false","false","false"
"movie_334","U Turn (1997)","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","true","false","false","false","false"
"movie_335","How to Be a Player (1997)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_336","Playing God (1997)","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_337","House of Yes, The (1997)","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_343","Alien: Resurrection (1997)","true","false","false","false","false","false","false","false","false","false","true","false","false","false","true","true","false","false","false","false"
"movie_347","Wag the Dog (1997)","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_348","Desperate Measures (1998)","false","false","false","false","false","true","false","true","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_358","Spawn (1997)","true","true","false","false","false","false","false","false","false","false","false","false","false","false","true","true","true","false","false","false"
"movie_359","Assignment, The (1997)","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_360","Wonderland (1997)","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_369","Black Sheep (1996)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_405","Mission: Impossible (1996)","true","true","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false"
"movie_406","Thinner (1996)","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","true","false","false","false"
"movie_409","Jack (1996)","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_410","Kingpin (1996)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_411","Nutty Professor, The (1996)","false","false","false","false","true","false","false","false","true","false","false","false","false","true","true","true","false","false","false","false"
"movie_419","Mary Poppins (1964)","false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false"
"movie_424","Children of the Corn: The Gathering (1996)","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false"
"movie_455","Jackie Chan's First Strike (1996)","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_456","Beverly Hills Ninja (1997)","true","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_457","Free Willy 3: The Rescue (1997)","false","true","false","true","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_471","Courage Under Fire (1996)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","true","false"
"movie_472","Dragonheart (1996)","true","true","false","false","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false"
"movie_473","James and the Giant Peach (1996)","false","false","true","true","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false"
"movie_475","Trainspotting (1996)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_476","First Wives Club, The (1996)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_477","Matilda (1996)","false","false","false","true","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_496","It's a Wonderful Life (1946)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_538","Anastasia (1997)","false","false","true","true","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false"
"movie_546","Broken Arrow (1996)","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_588","Beauty and the Beast (1991)","false","false","true","true","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false"
"movie_596","Hunchback of Notre Dame, The (1996)","false","false","true","true","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false"
"movie_597","Eraser (1996)","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_619","Extreme Measures (1996)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_628","Sleepers (1996)","false","false","false","false","false","true","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_678","Volcano (1997)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_680","Kull the Conqueror (1997)","true","true","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_681","Wishmaster (1997)","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false"
"movie_682","I Know What You Did Last Summer (1997)","false","false","false","false","false","false","false","false","false","false","true","false","true","false","false","true","true","false","false","false"
"movie_683","Rocket Man (1997)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_687","McHale's Navy (1997)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false"
"movie_688","Leave It to Beaver (1997)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_690","Seven Years in Tibet (1997)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","true","false"
"movie_710","Better Off Dead... (1985)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_717","Juror, The (1996)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_743","Crow: City of Angels, The (1996)","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_744","Michael Collins (1996)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","true","false"
"movie_748","Saint, The (1997)","true","false","false","false","false","false","false","false","false","false","false","false","false","true","false","true","true","false","false","false"
"movie_749","MatchMaker, The (1997)","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_756","Father of the Bride Part II (1995)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_760","Screamers (1995)","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"movie_763","Happy Gilmore (1996)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_815","One Fine Day (1996)","false","false","false","false","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_819","Eddie (1996)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_820","Space Jam (1996)","false","true","true","true","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false"
"movie_825","Arrival, The (1996)","true","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","true","false","false","false"
"movie_826","Phantom, The (1996)","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_829","Fled (1996)","true","true","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_831","Escape from L.A. (1996)","true","true","false","false","false","false","false","false","false","false","false","false","false","false","true","true","true","false","false","false"
"movie_833","Bulletproof (1996)","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_844","Freeway (1996)","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_845","That Thing You Do! (1996)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_846","To Gillian on Her 37th Birthday (1996)","false","false","false","false","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_864","My Fellow Americans (1996)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_866","Michael (1996)","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_871","Vegas Vacation (1997)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_872","Love Jones (1997)","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_873","Picture Perfect (1997)","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_874","Career Girls (1997)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_875","She's So Lovely (1997)","false","false","false","false","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_876","Money Talks (1997)","true","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_877","Excess Baggage (1997)","false","true","false","false","false","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_878","That Darn Cat! (1997)","false","false","false","true","true","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false"
"movie_879","Peacemaker, The (1997)","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","true","false"
"movie_880","Soul Food (1997)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_881","Money Talks (1997)","true","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_882","Washington Square (1997)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_883","Telling Lies in America (1997)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_884","Year of the Horse (1997)","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_885","Phantoms (1998)","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false"
"movie_886","Life Less Ordinary, A (1997)","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","true","true","false","false","false"
"movie_887","Eve's Bayou (1997)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_892","Flubber (1997)","false","false","false","true","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false"
"movie_924","White Squall (1996)","false","true","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_926","Down Periscope (1996)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_928","Craft, The (1996)","false","false","false","false","false","false","false","true","false","false","true","false","false","false","false","true","false","false","false","false"
"movie_930","Chain Reaction (1996)","true","true","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_932","First Kid (1996)","false","false","false","true","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_937","Thousand Acres, A (1997)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_938","Smile Like Yours, A (1997)","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_948","Booty Call (1997)","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_974","Eye for an Eye (1996)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_975","Fear (1996)","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_984","Shadow Conspiracy (1997)","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_988","Beautician and the Beast, The (1997)","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_989","Cats Don't Dance (1997)","false","false","true","true","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false"
"movie_990","Anna Karenina (1997)","false","false","false","false","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_991","Keys to Tulsa (1997)","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_993","Hercules (1997)","false","true","true","true","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false"
"movie_995","Kiss Me, Guido (1997)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_1001","Stupids, The (1996)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_1011","2 Days in the Valley (1996)","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_1014","Romy and Michele's High School Reunion (1997)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_1016","Con Air (1997)","true","true","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_1022","Fast, Cheap & Out of Control (1997)","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_1025","Fire Down Below (1997)","true","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_1026","Lay of the Land, The (1997)","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_1028","Grumpier Old Men (1995)","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_1038","Switchback (1997)","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_1047","Multiplicity (1996)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_1051","Associate, The (1996)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_1059","Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_1060","Adventures of Pinocchio, The (1996)","false","true","false","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_1071","Party Girl (1995)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_1073","Shallow Grave (1994)","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_1089","Speed 2: Cruise Control (1997)","true","false","false","false","false","false","false","false","false","false","false","false","false","true","false","true","true","false","false","false"
"movie_1093","Live Nude Girls (1995)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_1094","Thin Line Between Love and Hate, A (1996)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_1095","High School High (1996)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_1096","Commandments (1997)","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_1152","In Love and War (1996)","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","true","false","false","true","false"
"movie_1197","Family Thing, A (1996)","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_1265","Star Maps (1997)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_1280","Gang Related (1997)","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_1295","Kicked in the Head (1997)","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_1296","Indian Summer (1996)","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_1392","Locusts, The (1997)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_1393","Stag (1997)","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false"
