source,target,type,id,label,weight
"user_305","movie_117","rated",174,2,2
"user_44","movie_294","rated",175,4,4
"user_43","movie_137","rated",176,4,4
"user_279","movie_1336","rated",177,1,1
"user_80","movie_466","rated",178,5,5
"user_254","movie_164","rated",179,4,4
"user_298","movie_281","rated",180,3,3
"user_279","movie_1240","rated",181,1,1
"user_66","movie_298","rated",182,4,4
"user_18","movie_443","rated",183,3,3
"user_268","movie_1035","rated",184,2,2
"user_99","movie_79","rated",185,4,4
"user_13","movie_98","rated",186,4,4
"user_26","movie_258","rated",187,3,3
"user_7","movie_455","rated",188,4,4
"user_222","movie_755","rated",189,4,4
"user_200","movie_673","rated",190,5,5
"user_119","movie_328","rated",191,4,4
"user_213","movie_172","rated",192,5,5
"user_276","movie_322","rated",193,3,3
"user_94","movie_1217","rated",194,3,3
"user_130","movie_379","rated",195,4,4
"user_38","movie_328","rated",196,4,4
"user_160","movie_719","rated",197,3,3
"user_293","movie_1267","rated",198,3,3
"user_26","movie_930","rated",199,2,2
"user_130","movie_216","rated",200,4,4
"user_92","movie_1079","rated",201,3,3
"user_256","movie_452","rated",202,4,4
"user_1","movie_61","rated",203,4,4
"user_72","movie_48","rated",204,4,4
"user_56","movie_755","rated",205,3,3
"user_13","movie_360","rated",206,4,4
"user_15","movie_405","rated",207,2,2
"user_92","movie_77","rated",208,3,3
"user_207","movie_476","rated",209,2,2
"user_292","movie_174","rated",210,5,5
"user_232","movie_483","rated",211,5,5
"user_251","movie_748","rated",212,2,2
"user_224","movie_26","rated",213,3,3
"user_181","movie_220","rated",214,4,4
"user_259","movie_255","rated",215,4,4
"user_305","movie_471","rated",216,4,4
"user_52","movie_280","rated",217,3,3
"user_161","movie_202","rated",218,5,5
"user_148","movie_408","rated",219,5,5
"user_125","movie_235","rated",220,2,2
"user_97","movie_228","rated",221,5,5
"user_58","movie_1098","rated",222,4,4
"user_83","movie_234","rated",223,4,4
"user_90","movie_347","rated",224,4,4
"user_272","movie_178","rated",225,5,5
"user_194","movie_181","rated",226,3,3
"user_125","movie_478","rated",227,4,4
"user_110","movie_688","rated",228,1,1
"user_299","movie_14","rated",229,4,4
"user_151","movie_10","rated",230,5,5
"user_269","movie_127","rated",231,4,4
"user_6","movie_14","rated",232,5,5
"user_54","movie_106","rated",233,3,3
"user_303","movie_69","rated",234,5,5
"user_16","movie_944","rated",235,1,1
"user_301","movie_790","rated",236,4,4
"user_276","movie_1091","rated",237,3,3
"user_305","movie_214","rated",238,2,2
"user_194","movie_1028","rated",239,2,2
"user_91","movie_323","rated",240,2,2
"user_87","movie_554","rated",241,4,4
"user_294","movie_109","rated",242,4,4
"user_286","movie_171","rated",243,4,4
"user_200","movie_318","rated",244,5,5
"user_229","movie_328","rated",245,1,1
"user_178","movie_568","rated",246,4,4
"user_303","movie_842","rated",247,2,2
"user_62","movie_65","rated",248,4,4
"user_207","movie_591","rated",249,3,3
"user_92","movie_172","rated",250,4,4
"user_301","movie_401","rated",251,4,4
"user_36","movie_339","rated",252,5,5
"user_70","movie_746","rated",253,3,3
"user_63","movie_242","rated",254,3,3
"user_28","movie_201","rated",255,3,3
"user_279","movie_68","rated",256,4,4
"user_250","movie_7","rated",257,4,4
"user_14","movie_98","rated",258,3,3
"user_299","movie_1018","rated",259,3,3
"user_194","movie_54","rated",260,3,3
"user_303","movie_815","rated",261,3,3
"user_119","movie_237","rated",262,5,5
"user_295","movie_218","rated",263,5,5
"user_268","movie_930","rated",264,2,2
"user_268","movie_2","rated",265,2,2
"user_66","movie_258","rated",266,4,4
"user_233","movie_202","rated",267,5,5
"user_83","movie_623","rated",268,4,4
"user_214","movie_334","rated",269,3,3
"user_192","movie_476","rated",270,2,2
"user_100","movie_344","rated",271,4,4
"user_268","movie_145","rated",272,1,1
"user_301","movie_56","rated",273,4,4
"user_307","movie_89","rated",274,5,5
"user_234","movie_141","rated",275,3,3
"user_83","movie_576","rated",276,4,4
"user_181","movie_264","rated",277,2,2
"user_297","movie_133","rated",278,4,4
"user_38","movie_153","rated",279,5,5
"user_7","movie_382","rated",280,4,4
"user_264","movie_813","rated",281,4,4
"user_181","movie_872","rated",282,1,1
"user_201","movie_146","rated",283,1,1
"user_85","movie_507","rated",284,4,4
"user_269","movie_367","rated",285,3,3
"user_59","movie_468","rated",286,3,3
"user_286","movie_143","rated",287,4,4
"user_193","movie_96","rated",288,1,1
"user_113","movie_595","rated",289,5,5
"user_292","movie_11","rated",290,5,5
"user_130","movie_1014","rated",291,3,3
"user_275","movie_98","rated",292,4,4
"user_189","movie_520","rated",293,5,5
"user_219","movie_82","rated",294,1,1
"user_218","movie_209","rated",295,5,5
"user_123","movie_427","rated",296,3,3
"user_119","movie_222","rated",297,5,5
"user_158","movie_177","rated",298,4,4
"user_222","movie_118","rated",299,4,4
"user_302","movie_322","rated",300,2,2
"user_279","movie_501","rated",301,3,3
"user_301","movie_79","rated",302,5,5
"user_181","movie_3","rated",303,2,2
"user_201","movie_695","rated",304,1,1
"user_13","movie_198","rated",305,3,3
"user_1","movie_189","rated",306,3,3
"user_145","movie_237","rated",307,5,5
"user_23","movie_385","rated",308,4,4
"user_201","movie_767","rated",309,4,4
"user_296","movie_705","rated",310,5,5
"user_42","movie_546","rated",311,3,3
"user_33","movie_872","rated",312,3,3
"user_301","movie_554","rated",313,3,3
"user_16","movie_64","rated",314,5,5
"user_95","movie_135","rated",315,3,3
"user_154","movie_357","rated",316,4,4
"user_77","movie_484","rated",317,5,5
"user_296","movie_508","rated",318,5,5
"user_302","movie_303","rated",319,2,2
"user_244","movie_673","rated",320,3,3
"user_222","movie_77","rated",321,4,4
"user_13","movie_215","rated",322,5,5
"user_16","movie_705","rated",323,5,5
"user_270","movie_452","rated",324,4,4
"user_145","movie_15","rated",325,2,2
"user_187","movie_64","rated",326,5,5
"user_200","movie_304","rated",327,5,5
"user_170","movie_749","rated",328,5,5
"user_101","movie_829","rated",329,3,3
"user_184","movie_218","rated",330,3,3
"user_128","movie_204","rated",331,4,4
"user_181","movie_1295","rated",332,1,1
"user_184","movie_153","rated",333,3,3
"user_1","movie_33","rated",334,4,4
"user_1","movie_160","rated",335,4,4
"user_184","movie_321","rated",336,5,5
"user_54","movie_595","rated",337,3,3
"user_94","movie_343","rated",338,4,4
"user_128","movie_508","rated",339,4,4
"user_23","movie_323","rated",340,2,2
"user_301","movie_227","rated",341,3,3
"user_301","movie_191","rated",342,3,3
"user_112","movie_903","rated",343,1,1
"user_82","movie_183","rated",344,3,3
"user_222","movie_724","rated",345,3,3
"user_218","movie_430","rated",346,3,3
"user_308","movie_1197","rated",347,4,4
"user_303","movie_134","rated",348,5,5
"user_133","movie_751","rated",349,3,3
"user_215","movie_212","rated",350,2,2
"user_69","movie_256","rated",351,5,5
"user_254","movie_662","rated",352,4,4
"user_276","movie_2","rated",353,4,4
"user_104","movie_984","rated",354,1,1
"user_63","movie_1067","rated",355,3,3
"user_267","movie_410","rated",356,4,4
"user_13","movie_56","rated",357,5,5
"user_240","movie_879","rated",358,3,3
"user_286","movie_237","rated",359,2,2
"user_294","movie_271","rated",360,5,5
"user_90","movie_1086","rated",361,4,4
"user_18","movie_26","rated",362,4,4
"user_92","movie_229","rated",363,3,3
"user_308","movie_649","rated",364,4,4
"user_144","movie_89","rated",365,3,3
"user_191","movie_302","rated",366,4,4
"user_59","movie_951","rated",367,3,3
"user_200","movie_96","rated",368,5,5
"user_16","movie_197","rated",369,5,5
"user_61","movie_678","rated",370,3,3
"user_271","movie_199","rated",371,4,4
"user_271","movie_709","rated",372,3,3
"user_142","movie_169","rated",373,5,5
"user_275","movie_597","rated",374,3,3
"user_222","movie_151","rated",375,3,3
"user_87","movie_40","rated",376,3,3
"user_207","movie_258","rated",377,4,4
"user_272","movie_1393","rated",378,2,2
"user_177","movie_333","rated",379,4,4
"user_207","movie_1115","rated",380,2,2
"user_299","movie_577","rated",381,3,3
"user_271","movie_378","rated",382,4,4
"user_305","movie_425","rated",383,4,4
"user_49","movie_959","rated",384,2,2
"user_94","movie_1224","rated",385,3,3
"user_130","movie_1017","rated",386,3,3
"user_10","movie_175","rated",387,3,3
"user_203","movie_321","rated",388,3,3
"user_191","movie_286","rated",389,4,4
"user_43","movie_323","rated",390,3,3
"user_21","movie_558","rated",391,5,5
"user_197","movie_96","rated",392,5,5
"user_13","movie_344","rated",393,2,2
"user_194","movie_66","rated",394,3,3
"user_234","movie_206","rated",395,4,4
"user_308","movie_402","rated",396,4,4
"user_308","movie_640","rated",397,4,4
"user_269","movie_522","rated",398,5,5
"user_94","movie_265","rated",399,4,4
"user_268","movie_62","rated",400,3,3
"user_272","movie_12","rated",401,5,5
"user_121","movie_291","rated",402,3,3
"user_296","movie_20","rated",403,5,5
"user_134","movie_286","rated",404,3,3
"user_180","movie_462","rated",405,5,5
"user_234","movie_612","rated",406,3,3
"user_104","movie_117","rated",407,2,2
"user_38","movie_758","rated",408,1,1
"user_269","movie_845","rated",409,1,1
"user_7","movie_163","rated",410,4,4
"user_234","movie_1451","rated",411,3,3
"user_275","movie_405","rated",412,2,2
"user_52","movie_250","rated",413,3,3
"user_102","movie_823","rated",414,3,3
"user_13","movie_186","rated",415,4,4
"user_178","movie_731","rated",416,4,4
"user_236","movie_71","rated",417,3,3
"user_256","movie_781","rated",418,5,5
"user_263","movie_176","rated",419,5,5
"user_244","movie_186","rated",420,3,3
"user_279","movie_1181","rated",421,4,4
"user_43","movie_815","rated",422,4,4
"user_83","movie_78","rated",423,2,2
"user_151","movie_197","rated",424,5,5
"user_254","movie_436","rated",425,2,2
"user_109","movie_631","rated",426,3,3
"user_297","movie_716","rated",427,3,3
"user_249","movie_188","rated",428,4,4
"user_144","movie_699","rated",429,4,4
"user_301","movie_604","rated",430,4,4
"user_64","movie_392","rated",431,3,3
"user_92","movie_501","rated",432,2,2
"user_222","movie_97","rated",433,4,4
"user_268","movie_436","rated",434,3,3
"user_293","movie_135","rated",435,5,5
"user_213","movie_173","rated",436,5,5
"user_160","movie_460","rated",437,2,2
"user_13","movie_498","rated",438,4,4
"user_59","movie_715","rated",439,5,5
"user_5","movie_17","rated",440,4,4
"user_125","movie_163","rated",441,5,5
"user_174","movie_315","rated",442,5,5
"user_114","movie_505","rated",443,3,3
"user_213","movie_515","rated",444,4,4
"user_23","movie_196","rated",445,2,2
"user_128","movie_15","rated",446,4,4
"user_239","movie_56","rated",447,4,4
"user_181","movie_279","rated",448,1,1
"user_291","movie_80","rated",449,4,4
"user_250","movie_238","rated",450,4,4
"user_201","movie_649","rated",451,3,3
"user_60","movie_60","rated",452,5,5
"user_181","movie_325","rated",453,2,2
"user_119","movie_407","rated",454,3,3
"user_287","movie_1","rated",455,5,5
"user_216","movie_228","rated",456,3,3
"user_216","movie_531","rated",457,4,4
"user_203","movie_471","rated",458,4,4
"user_92","movie_587","rated",459,3,3
"user_13","movie_892","rated",460,3,3
"user_213","movie_176","rated",461,4,4
"user_286","movie_288","rated",462,5,5
"user_117","movie_1047","rated",463,2,2
"user_99","movie_111","rated",464,1,1
"user_11","movie_558","rated",465,3,3
"user_65","movie_47","rated",466,2,2
"user_295","movie_194","rated",467,4,4
"user_269","movie_217","rated",468,2,2
"user_85","movie_259","rated",469,2,2
"user_250","movie_596","rated",470,5,5
"user_137","movie_144","rated",471,5,5
"user_201","movie_960","rated",472,2,2
"user_257","movie_137","rated",473,4,4
"user_111","movie_328","rated",474,4,4
"user_91","movie_480","rated",475,4,4
"user_215","movie_211","rated",476,4,4
"user_181","movie_938","rated",477,1,1
"user_189","movie_1060","rated",478,5,5
"user_1","movie_20","rated",479,4,4
"user_303","movie_404","rated",480,4,4
"user_299","movie_305","rated",481,3,3
"user_187","movie_210","rated",482,4,4
"user_222","movie_278","rated",483,2,2
"user_214","movie_568","rated",484,4,4
"user_293","movie_770","rated",485,3,3
"user_285","movie_191","rated",486,4,4
"user_303","movie_252","rated",487,3,3
"user_96","movie_156","rated",488,4,4
"user_72","movie_1110","rated",489,3,3
"user_115","movie_1067","rated",490,4,4
"user_7","movie_430","rated",491,3,3
"user_116","movie_350","rated",492,3,3
"user_73","movie_480","rated",493,4,4
"user_269","movie_246","rated",494,5,5
"user_263","movie_419","rated",495,5,5
"user_70","movie_431","rated",496,3,3
"user_221","movie_475","rated",497,4,4
"user_72","movie_182","rated",498,5,5
"user_25","movie_357","rated",499,4,4
"user_290","movie_50","rated",500,5,5
"user_189","movie_526","rated",501,4,4
"user_299","movie_303","rated",502,3,3
"user_264","movie_294","rated",503,3,3
"user_200","movie_365","rated",504,5,5
"user_187","movie_135","rated",505,4,4
"user_184","movie_187","rated",506,4,4
"user_63","movie_289","rated",507,2,2
"user_13","movie_229","rated",508,4,4
"user_298","movie_486","rated",509,3,3
"user_235","movie_185","rated",510,4,4
"user_62","movie_712","rated",511,4,4
"user_246","movie_94","rated",512,2,2
"user_54","movie_742","rated",513,5,5
"user_63","movie_762","rated",514,3,3
"user_11","movie_732","rated",515,3,3
"user_92","movie_168","rated",516,4,4
"user_8","movie_550","rated",517,3,3
"user_307","movie_174","rated",518,4,4
"user_303","movie_200","rated",519,4,4
"user_256","movie_849","rated",520,2,2
"user_72","movie_54","rated",521,3,3
"user_164","movie_406","rated",522,2,2
"user_117","movie_150","rated",523,4,4
"user_224","movie_77","rated",524,4,4
"user_193","movie_869","rated",525,3,3
"user_94","movie_184","rated",526,2,2
"user_281","movie_338","rated",527,2,2
"user_130","movie_109","rated",528,3,3
"user_128","movie_371","rated",529,1,1
"user_94","movie_720","rated",530,1,1
"user_182","movie_845","rated",531,3,3
"user_129","movie_873","rated",532,1,1
"user_254","movie_229","rated",533,4,4
"user_64","movie_381","rated",534,4,4
"user_151","movie_176","rated",535,2,2
"user_45","movie_25","rated",536,4,4
"user_193","movie_879","rated",537,3,3
"user_276","movie_922","rated",538,4,4
"user_276","movie_57","rated",539,3,3
"user_234","movie_187","rated",540,4,4
"user_181","movie_306","rated",541,1,1
"user_21","movie_370","rated",542,1,1
"user_293","movie_249","rated",543,3,3
"user_264","movie_721","rated",544,5,5
"user_10","movie_611","rated",545,5,5
"user_197","movie_346","rated",546,3,3
"user_276","movie_142","rated",547,3,3
"user_308","movie_427","rated",548,4,4
"user_221","movie_943","rated",549,4,4
"user_131","movie_126","rated",550,4,4
"user_268","movie_824","rated",551,2,2
"user_109","movie_8","rated",552,3,3
"user_198","movie_58","rated",553,3,3
"user_230","movie_680","rated",554,4,4
"user_181","movie_741","rated",555,1,1
"user_192","movie_1061","rated",556,4,4
"user_234","movie_448","rated",557,3,3
"user_90","movie_900","rated",558,4,4
"user_193","movie_941","rated",559,4,4
"user_128","movie_603","rated",560,5,5
"user_126","movie_905","rated",561,2,2
"user_244","movie_265","rated",562,4,4
"user_90","movie_289","rated",563,3,3
"user_157","movie_25","rated",564,3,3
"user_305","movie_71","rated",565,3,3
"user_119","movie_382","rated",566,5,5
"user_21","movie_222","rated",567,2,2
"user_231","movie_181","rated",568,4,4
"user_280","movie_508","rated",569,3,3
"user_288","movie_132","rated",570,3,3
"user_279","movie_1497","rated",571,2,2
"user_301","movie_33","rated",572,4,4
"user_72","movie_699","rated",573,3,3
"user_90","movie_259","rated",574,2,2
"user_308","movie_55","rated",575,3,3
"user_59","movie_742","rated",576,3,3
"user_94","movie_744","rated",577,4,4
"user_130","movie_642","rated",578,4,4
"user_26","movie_1015","rated",579,3,3
"user_56","movie_121","rated",580,5,5
"user_82","movie_508","rated",581,2,2
"user_62","movie_12","rated",582,4,4
"user_276","movie_40","rated",583,3,3
"user_181","movie_1015","rated",584,1,1
"user_152","movie_301","rated",585,3,3
"user_178","movie_845","rated",586,4,4
"user_217","movie_597","rated",587,4,4
"user_79","movie_303","rated",588,4,4
"user_138","movie_484","rated",589,4,4
"user_308","movie_81","rated",590,5,5
"user_75","movie_284","rated",591,2,2
"user_269","movie_198","rated",592,4,4
"user_307","movie_94","rated",593,3,3
"user_222","movie_781","rated",594,3,3
"user_121","movie_740","rated",595,3,3
"user_269","movie_22","rated",596,1,1
"user_13","movie_864","rated",597,4,4
"user_230","movie_742","rated",598,5,5
"user_269","movie_507","rated",599,4,4
"user_239","movie_1099","rated",600,5,5
"user_245","movie_1028","rated",601,5,5
"user_56","movie_546","rated",602,3,3
"user_295","movie_961","rated",603,5,5
"user_271","movie_1028","rated",604,2,2
"user_222","movie_812","rated",605,2,2
"user_69","movie_240","rated",606,3,3
"user_10","movie_7","rated",607,4,4
"user_22","movie_376","rated",608,3,3
"user_294","movie_931","rated",609,3,3
"user_82","movie_717","rated",610,1,1
"user_279","movie_399","rated",611,4,4
"user_269","movie_234","rated",612,1,1
"user_6","movie_98","rated",613,5,5
"user_243","movie_1039","rated",614,4,4
"user_298","movie_181","rated",615,4,4
"user_282","movie_325","rated",616,1,1
"user_78","movie_323","rated",617,1,1
"user_118","movie_200","rated",618,5,5
"user_283","movie_1114","rated",619,5,5
"user_171","movie_292","rated",620,4,4
"user_70","movie_217","rated",621,4,4
"user_10","movie_100","rated",622,5,5
"user_245","movie_181","rated",623,4,4
"user_107","movie_333","rated",624,3,3
"user_246","movie_561","rated",625,1,1
"user_13","movie_901","rated",626,1,1
"user_276","movie_70","rated",627,4,4
"user_244","movie_17","rated",628,2,2
"user_189","movie_56","rated",629,5,5
"user_226","movie_242","rated",630,5,5
"user_62","movie_1016","rated",631,4,4
"user_276","movie_417","rated",632,4,4
"user_214","movie_478","rated",633,4,4
"user_306","movie_235","rated",634,4,4
"user_222","movie_26","rated",635,3,3
"user_280","movie_631","rated",636,5,5
"user_60","movie_430","rated",637,5,5
"user_56","movie_71","rated",638,4,4
"user_42","movie_274","rated",639,5,5
"user_1","movie_202","rated",640,5,5
"user_13","movie_809","rated",641,4,4
"user_173","movie_289","rated",642,4,4
"user_15","movie_749","rated",643,1,1
"user_185","movie_23","rated",644,4,4
"user_280","movie_540","rated",645,3,3
"user_244","movie_381","rated",646,4,4
"user_150","movie_293","rated",647,4,4
"user_7","movie_497","rated",648,4,4
"user_178","movie_317","rated",649,4,4
"user_178","movie_742","rated",650,3,3
"user_95","movie_1217","rated",651,3,3
"user_234","movie_1462","rated",652,3,3
"user_97","movie_222","rated",653,5,5
"user_109","movie_127","rated",654,2,2
"user_117","movie_268","rated",655,5,5
"user_269","movie_705","rated",656,2,2
"user_130","movie_1246","rated",657,3,3
"user_264","movie_655","rated",658,4,4
"user_207","movie_13","rated",659,3,3
"user_42","movie_588","rated",660,5,5
"user_246","movie_409","rated",661,2,2
"user_87","movie_367","rated",662,4,4
"user_101","movie_304","rated",663,3,3
"user_256","movie_127","rated",664,4,4
"user_92","movie_794","rated",665,3,3
"user_181","movie_762","rated",666,2,2
"user_213","movie_235","rated",667,1,1
"user_92","movie_739","rated",668,2,2
"user_292","movie_661","rated",669,5,5
"user_246","movie_665","rated",670,4,4
"user_274","movie_845","rated",671,5,5
"user_188","movie_692","rated",672,5,5
"user_18","movie_86","rated",673,4,4
"user_5","movie_439","rated",674,1,1
"user_236","movie_632","rated",675,3,3
"user_193","movie_407","rated",676,4,4
"user_144","movie_709","rated",677,4,4
"user_90","movie_1198","rated",678,5,5
"user_48","movie_609","rated",679,4,4
"user_5","movie_225","rated",680,2,2
"user_22","movie_128","rated",681,5,5
"user_311","movie_432","rated",682,4,4
"user_8","movie_22","rated",683,5,5
"user_276","movie_188","rated",684,4,4
"user_222","movie_173","rated",685,5,5
"user_72","movie_866","rated",686,4,4
"user_299","movie_134","rated",687,4,4
"user_1","movie_171","rated",688,5,5
"user_308","movie_295","rated",689,3,3
"user_165","movie_216","rated",690,4,4
"user_222","movie_49","rated",691,3,3
"user_181","movie_121","rated",692,4,4
"user_200","movie_11","rated",693,5,5
"user_234","movie_626","rated",694,4,4
"user_244","movie_707","rated",695,4,4
"user_90","movie_25","rated",696,5,5
"user_208","movie_216","rated",697,5,5
"user_263","movie_96","rated",698,4,4
"user_134","movie_323","rated",699,4,4
"user_279","movie_586","rated",700,4,4
"user_2","movie_292","rated",701,4,4
"user_288","movie_593","rated",702,2,2
"user_49","movie_302","rated",703,4,4
"user_286","movie_153","rated",704,5,5
"user_205","movie_304","rated",705,3,3
"user_22","movie_80","rated",706,4,4
"user_234","movie_318","rated",707,4,4
"user_223","movie_328","rated",708,3,3
"user_15","movie_25","rated",709,3,3
"user_268","movie_147","rated",710,4,4
"user_94","movie_1220","rated",711,3,3
"user_274","movie_405","rated",712,4,4
"user_7","movie_492","rated",713,5,5
"user_268","movie_217","rated",714,2,2
"user_16","movie_55","rated",715,5,5
"user_164","movie_620","rated",716,3,3
"user_290","movie_161","rated",717,4,4
"user_92","movie_515","rated",718,4,4
"user_239","movie_1070","rated",719,5,5
"user_56","movie_449","rated",720,5,5
"user_248","movie_234","rated",721,4,4
"user_234","movie_10","rated",722,3,3
"user_280","movie_1049","rated",723,2,2
"user_308","movie_187","rated",724,5,5
"user_276","movie_64","rated",725,5,5
"user_192","movie_948","rated",726,3,3
"user_122","movie_509","rated",727,4,4
"user_85","movie_588","rated",728,3,3
"user_262","movie_931","rated",729,2,2
"user_201","movie_272","rated",730,3,3
"user_181","movie_870","rated",731,2,2
"user_295","movie_739","rated",732,4,4
