id,label,action,adventure,animation,children,comedy,crime,documentary,drama,fantasy,filmnoir,horror,musical,mystery,romance,scifi,theater,thriller,unknown,war,western
"movie_24","Rumble in the Bronx (1995)","true","true","false","false","false","true","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_25","Birdcage, The (1996)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_26","Brothers McMullen, The (1995)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_27","Bad Boys (1995)","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_28","Apollo 13 (1995)","true","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_29","Batman Forever (1995)","true","true","false","false","true","true","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_30","Belle de jour (1967)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_31","Crimson Tide (1995)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","true","false","true","false"
"movie_32","Crumb (1994)","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_33","Desperado (1995)","true","false","false","false","false","false","false","false","false","false","false","false","false","true","false","true","true","false","false","false"
"movie_34","Doom Generation, The (1995)","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_35","Free Willy 2: The Adventure Home (1995)","false","true","false","true","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_36","Mad Love (1995)","false","false","false","false","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_37","Nadja (1994)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_38","Net, The (1995)","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","true","false","false","false"
"movie_39","Strange Days (1995)","true","false","false","false","false","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"movie_40","To Wong Foo, Thanks for Everything! Julie Newmar (1995)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_41","Billy Madison (1995)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_42","Clerks (1994)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_43","Disclosure (1994)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_44","Dolores Claiborne (1994)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_45","Eat Drink Man Woman (1994)","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_46","Exotica (1994)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_47","Ed Wood (1994)","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_48","Hoop Dreams (1994)","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_49","I.Q. (1994)","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_50","Star Wars (1977)","true","true","false","false","false","false","false","false","false","false","false","false","false","true","true","true","false","false","true","false"
"movie_51","Legends of the Fall (1994)","false","false","false","false","false","false","false","true","false","false","false","false","false","true","false","true","false","false","true","true"
"movie_52","Madness of King George, The (1994)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_53","Natural Born Killers (1994)","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_54","Outbreak (1995)","true","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_55","Professional, The (1994)","false","false","false","false","false","true","false","true","false","false","false","false","false","true","false","true","true","false","false","false"
"movie_56","Pulp Fiction (1994)","false","false","false","false","false","true","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_57","Priest (1994)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_58","Quiz Show (1994)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_59","Three Colors: Red (1994)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_60","Three Colors: Blue (1993)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_61","Three Colors: White (1994)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_62","Stargate (1994)","true","true","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"movie_63","Santa Clause, The (1994)","false","false","false","true","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_64","Shawshank Redemption, The (1994)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_65","What's Eating Gilbert Grape (1993)","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_66","While You Were Sleeping (1995)","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_67","Ace Ventura: Pet Detective (1994)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_68","Crow, The (1994)","true","false","false","false","false","false","false","false","false","false","false","false","false","true","false","true","true","false","false","false"
"movie_69","Forrest Gump (1994)","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false","true","false","false","true","false"
"movie_70","Four Weddings and a Funeral (1994)","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_71","Lion King, The (1994)","false","false","true","true","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false"
"movie_72","Mask, The (1994)","false","false","false","false","true","true","false","false","true","false","false","false","false","false","false","true","false","false","false","false"
"movie_73","Maverick (1994)","true","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","true"
"movie_74","Faster Pussycat! Kill! Kill! (1965)","true","false","false","false","true","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_75","Brother Minister: The Assassination of Malcolm X (1994)","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_76","Carlito's Way (1993)","false","false","false","false","false","true","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_77","Firm, The (1993)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_78","Free Willy (1993)","false","true","false","true","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_79","Fugitive, The (1993)","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_80","Hot Shots! Part Deux (1993)","true","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false"
"movie_81","Hudsucker Proxy, The (1994)","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_82","Jurassic Park (1993)","true","true","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"movie_83","Much Ado About Nothing (1993)","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_84","Robert A. Heinlein's The Puppet Masters (1994)","false","false","false","false","false","false","false","false","false","false","true","false","false","false","true","true","false","false","false","false"
"movie_85","Ref, The (1994)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_86","Remains of the Day, The (1993)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_87","Searching for Bobby Fischer (1993)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_88","Sleepless in Seattle (1993)","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_89","Blade Runner (1982)","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","true","false","false","false","false"
"movie_90","So I Married an Axe Murderer (1993)","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false","false"
"movie_91","Nightmare Before Christmas, The (1993)","false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false"
"movie_92","True Romance (1993)","true","false","false","false","false","true","false","false","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_93","Welcome to the Dollhouse (1995)","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_94","Home Alone (1990)","false","false","false","true","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_95","Aladdin (1992)","false","false","true","true","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false"
"movie_96","Terminator 2: Judgment Day (1991)","true","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","true","false","false","false"
"movie_97","Dances with Wolves (1990)","false","true","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","true"
"movie_98","Silence of the Lambs, The (1991)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_99","Snow White and the Seven Dwarfs (1937)","false","false","true","true","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false"
"movie_100","Fargo (1996)","false","false","false","false","false","true","false","true","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_101","Heavy Metal (1981)","true","true","true","false","false","false","false","false","false","false","true","false","false","false","true","true","false","false","false","false"
"movie_102","Aristocats, The (1970)","false","false","true","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_103","All Dogs Go to Heaven 2 (1996)","false","false","true","true","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false"
"movie_104","Theodore Rex (1995)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_105","Sgt. Bilko (1996)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_106","Diabolique (1996)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_107","Moll Flanders (1996)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_108","Kids in the Hall: Brain Candy (1996)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_109","Mystery Science Theater 3000: The Movie (1996)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"movie_110","Operation Dumbo Drop (1995)","true","true","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false"
"movie_111","Truth About Cats & Dogs, The (1996)","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_112","Flipper (1996)","false","true","false","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_113","Horseman on the Roof, The (Hussard sur le toit, Le) (1995)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_114","Wallace & Gromit: The Best of Aardman Animation (1996)","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_115","Haunted World of Edward D. Wood Jr., The (1995)","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_116","Cold Comfort Farm (1995)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_117","Rock, The (1996)","true","true","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_118","Twister (1996)","true","true","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_119","Maya Lin: A Strong Clear Vision (1994)","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_120","Striptease (1996)","false","false","false","false","true","true","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_121","Independence Day (ID4) (1996)","true","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","true","false"
"movie_122","Cable Guy, The (1996)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_123","Frighteners, The (1996)","false","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false"
"movie_124","Lone Star (1996)","false","false","false","false","false","false","false","true","false","false","false","false","true","false","false","true","false","false","false","false"
"movie_125","Phenomenon (1996)","false","false","false","false","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_126","Spitfire Grill, The (1996)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_127","Godfather, The (1972)","true","false","false","false","false","true","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_128","Supercop (1992)","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_129","Bound (1996)","false","false","false","false","false","true","false","true","false","false","false","false","false","true","false","true","true","false","false","false"
"movie_130","Kansas City (1996)","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_131","Breakfast at Tiffany's (1961)","false","false","false","false","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_132","Wizard of Oz, The (1939)","false","true","false","true","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false"
"movie_133","Gone with the Wind (1939)","false","false","false","false","false","false","false","true","false","false","false","false","false","true","false","true","false","false","true","false"
"movie_134","Citizen Kane (1941)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_135","2001: A Space Odyssey (1968)","false","false","false","false","false","false","false","true","false","false","false","false","true","false","true","true","true","false","false","false"
"movie_136","Mr. Smith Goes to Washington (1939)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_137","Big Night (1996)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_138","D3: The Mighty Ducks (1996)","false","false","false","true","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_139","Love Bug, The (1969)","false","false","false","true","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_140","Homeward Bound: The Incredible Journey (1993)","false","true","false","true","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_141","20,000 Leagues Under the Sea (1954)","false","true","false","true","false","false","false","false","true","false","false","false","false","false","true","true","false","false","false","false"
"movie_142","Bedknobs and Broomsticks (1971)","false","true","false","true","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false"
"movie_143","Sound of Music, The (1965)","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false"
"movie_144","Die Hard (1988)","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_145","Lawnmower Man, The (1992)","true","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","true","false","false","false"
"movie_146","Unhook the Stars (1996)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_147","Long Kiss Goodnight, The (1996)","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_148","Ghost and the Darkness, The (1996)","true","true","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_149","Jude (1996)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_150","Swingers (1996)","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_151","Willy Wonka and the Chocolate Factory (1971)","false","true","false","true","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_152","Sleeper (1973)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"movie_153","Fish Called Wanda, A (1988)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_154","Monty Python's Life of Brian (1979)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_155","Dirty Dancing (1987)","false","false","false","false","false","false","false","false","false","false","false","true","false","true","false","true","false","false","false","false"
"movie_156","Reservoir Dogs (1992)","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_157","Platoon (1986)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","true","false"
"movie_158","Weekend at Bernie's (1989)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_159","Basic Instinct (1992)","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","true","true","false","false","false"
"movie_160","Glengarry Glen Ross (1992)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_161","Top Gun (1986)","true","false","false","false","false","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_162","On Golden Pond (1981)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_163","Return of the Pink Panther, The (1974)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_164","Abyss, The (1989)","true","true","false","false","false","false","false","false","false","false","false","false","false","false","true","true","true","false","false","false"
"movie_165","Jean de Florette (1986)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_166","Manon of the Spring (Manon des sources) (1986)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_167","Private Benjamin (1980)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_168","Monty Python and the Holy Grail (1974)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_169","Wrong Trousers, The (1993)","false","false","true","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_170","Cinema Paradiso (1988)","false","false","false","false","true","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_171","Delicatessen (1991)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"movie_172","Empire Strikes Back, The (1980)","true","true","false","false","false","false","false","true","false","false","false","false","false","true","true","true","false","false","true","false"
"movie_173","Princess Bride, The (1987)","true","true","false","false","true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_174","Raiders of the Lost Ark (1981)","true","true","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_175","Brazil (1985)","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"movie_176","Aliens (1986)","true","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","true","false","true","false"
"movie_177","Good, The Bad and The Ugly, The (1966)","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","true"
"movie_178","12 Angry Men (1957)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_179","Clockwork Orange, A (1971)","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"movie_180","Apocalypse Now (1979)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","true","false"
"movie_181","Return of the Jedi (1983)","true","true","false","false","false","false","false","false","false","false","false","false","false","true","true","true","false","false","true","false"
"movie_182","GoodFellas (1990)","false","false","false","false","false","true","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_183","Alien (1979)","true","false","false","false","false","false","false","false","false","false","true","false","false","false","true","true","true","false","false","false"
"movie_184","Army of Darkness (1993)","true","true","false","false","true","false","false","false","false","false","true","false","false","false","true","true","false","false","false","false"
"movie_185","Psycho (1960)","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","true","true","false","false","false"
"movie_186","Blues Brothers, The (1980)","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false"
"movie_187","Godfather: Part II, The (1974)","true","false","false","false","false","true","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_188","Full Metal Jacket (1987)","true","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","true","false"
"movie_189","Grand Day Out, A (1992)","false","false","true","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_190","Henry V (1989)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","true","false"
"movie_191","Amadeus (1984)","false","false","false","false","false","false","false","true","false","false","false","false","true","false","false","true","false","false","false","false"
"movie_192","Raging Bull (1980)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_193","Right Stuff, The (1983)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_194","Sting, The (1973)","false","false","false","false","true","true","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_195","Terminator, The (1984)","true","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","true","false","false","false"
"movie_196","Dead Poets Society (1989)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_197","Graduate, The (1967)","false","false","false","false","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_198","Nikita (La Femme Nikita) (1990)","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_199","Bridge on the River Kwai, The (1957)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","true","false"
"movie_200","Shining, The (1980)","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false"
"movie_201","Evil Dead II (1987)","true","true","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false"
"movie_202","Groundhog Day (1993)","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_203","Unforgiven (1992)","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","true"
"movie_204","Back to the Future (1985)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"movie_205","Patton (1970)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","true","false"
"movie_206","Akira (1988)","false","true","true","false","false","false","false","false","false","false","false","false","false","false","true","true","true","false","false","false"
"movie_207","Cyrano de Bergerac (1990)","true","false","false","false","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_208","Young Frankenstein (1974)","false","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false"
"movie_209","This Is Spinal Tap (1984)","false","false","false","false","true","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false"
"movie_210","Indiana Jones and the Last Crusade (1989)","true","true","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_211","M*A*S*H (1970)","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false"
"movie_212","Unbearable Lightness of Being, The (1988)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_213","Room with a View, A (1986)","false","false","false","false","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_214","Pink Floyd - The Wall (1982)","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","true","false"
"movie_215","Field of Dreams (1989)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_216","When Harry Met Sally... (1989)","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_217","Bram Stoker's Dracula (1992)","false","false","false","false","false","false","false","false","false","false","true","false","false","true","false","true","false","false","false","false"
"movie_218","Cape Fear (1991)","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_219","Nightmare on Elm Street, A (1984)","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false"
"movie_220","Mirror Has Two Faces, The (1996)","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","false"
"movie_221","Breaking the Waves (1996)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_222","Star Trek: First Contact (1996)","true","true","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"movie_223","Sling Blade (1996)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_224","Ridicule (1996)","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_225","101 Dalmatians (1996)","false","false","false","true","true","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"movie_226","Die Hard 2 (1990)","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false"
"movie_227","Star Trek VI: The Undiscovered Country (1991)","true","true","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"movie_228","Star Trek: The Wrath of Khan (1982)","true","true","false","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
