source,target,type,id,label,weight
"user_128","movie_97","rated",5370,3,0.6000
"user_75","movie_820","rated",5386,3,0.6000
"user_293","movie_210","rated",5419,3,0.6000
"user_293","movie_188","rated",5439,3,0.6000
"user_69","movie_1017","rated",5443,5,1.0000
"user_268","movie_123","rated",5457,3,0.6000
"user_75","movie_696","rated",5468,4,0.8000
"user_128","movie_227","rated",5481,2,0.4000
"user_268","movie_810","rated",5520,2,0.4000
"user_31","movie_135","rated",5523,4,0.8000
"user_1","movie_6","rated",5534,5,1.0000
"user_293","movie_646","rated",5551,3,0.6000
"user_1","movie_104","rated",5556,1,0.2000
"user_293","movie_572","rated",5575,2,0.4000
"user_268","movie_163","rated",5579,2,0.4000
"user_73","movie_1149","rated",5603,4,0.8000
"user_268","movie_154","rated",5636,4,0.8000
"user_73","movie_196","rated",5639,4,0.8000
"user_69","movie_1134","rated",5654,5,1.0000
"user_31","movie_705","rated",5678,5,1.0000
"user_1","movie_49","rated",5683,3,0.6000
"user_1","movie_206","rated",5717,4,0.8000
"user_128","movie_966","rated",5718,4,0.8000
"user_301","movie_771","rated",5729,2,0.4000
"user_73","movie_7","rated",5730,4,0.8000
"user_268","movie_16","rated",5746,3,0.6000
"user_293","movie_125","rated",5763,2,0.4000
"user_1","movie_76","rated",5774,4,0.8000
"user_73","movie_286","rated",5796,4,0.8000
"user_268","movie_552","rated",5805,2,0.4000
"user_293","movie_300","rated",5814,2,0.4000
"user_1","movie_72","rated",5843,4,0.8000
"user_128","movie_64","rated",5856,5,1.0000
"user_293","movie_1098","rated",5888,2,0.4000
"user_268","movie_228","rated",5903,4,0.8000
"user_301","movie_123","rated",5908,4,0.8000
"user_1","movie_185","rated",5910,4,0.8000
"user_301","movie_230","rated",5941,4,0.8000
"user_4","movie_356","rated",5961,3,0.6000
"user_301","movie_732","rated",5983,4,0.8000
"user_293","movie_553","rated",5999,3,0.6000
"user_1","movie_96","rated",6029,5,1.0000
"user_348","movie_628","rated",6055,4,0.8000
"user_348","movie_370","rated",6056,4,0.8000
"user_293","movie_172","rated",6078,5,1.0000
"user_128","movie_427","rated",6093,5,1.0000
"user_128","movie_422","rated",6096,4,0.8000
"user_293","movie_68","rated",6113,3,0.6000
"user_348","movie_405","rated",6171,4,0.8000
"user_268","movie_141","rated",6195,3,0.6000
"user_1","movie_213","rated",6213,2,0.4000
"user_293","movie_655","rated",6224,3,0.6000
"user_1","movie_233","rated",6235,2,0.4000
"user_301","movie_89","rated",6251,2,0.4000
"user_348","movie_240","rated",6268,3,0.6000
"user_73","movie_479","rated",6285,5,1.0000
"user_293","movie_781","rated",6329,2,0.4000
"user_268","movie_949","rated",6372,2,0.4000
"user_293","movie_282","rated",6381,2,0.4000
"user_301","movie_483","rated",6391,4,0.8000
"user_1","movie_258","rated",6542,5,1.0000
"user_1","movie_81","rated",6568,5,1.0000
"user_293","movie_144","rated",6573,4,0.8000
"user_293","movie_239","rated",6582,3,0.6000
"user_268","movie_717","rated",6589,1,0.2000
"user_128","movie_609","rated",6593,4,0.8000
"user_293","movie_1101","rated",6594,3,0.6000
"user_1","movie_78","rated",6650,1,0.2000
"user_31","movie_504","rated",6725,5,1.0000
"user_293","movie_153","rated",6811,4,0.8000
"user_268","movie_1059","rated",6833,3,0.6000
"user_69","movie_109","rated",6837,3,0.6000
"user_268","movie_31","rated",6869,4,0.8000
"user_268","movie_826","rated",6889,1,0.2000
"user_301","movie_692","rated",6904,3,0.6000
"user_293","movie_447","rated",6920,4,0.8000
"user_348","movie_928","rated",6921,5,1.0000
"user_75","movie_475","rated",6963,5,1.0000
"user_1","movie_212","rated",6966,4,0.8000
"user_293","movie_134","rated",6981,5,1.0000
"user_293","movie_257","rated",6998,2,0.4000
"user_268","movie_333","rated",7015,4,0.8000
"user_268","movie_1090","rated",7036,2,0.4000
"user_301","movie_514","rated",7067,3,0.6000
"user_293","movie_657","rated",7085,4,0.8000
"user_1","movie_143","rated",7102,1,0.2000
"user_301","movie_511","rated",7155,4,0.8000
"user_1","movie_151","rated",7159,4,0.8000
"user_1","movie_51","rated",7181,4,0.8000
"user_128","movie_785","rated",7210,2,0.4000
"user_293","movie_202","rated",7236,3,0.6000
"user_128","movie_378","rated",7245,5,1.0000
"user_268","movie_267","rated",7246,3,0.6000
"user_301","movie_651","rated",7286,5,1.0000
"user_348","movie_819","rated",7298,4,0.8000
"user_293","movie_99","rated",7308,3,0.6000
"user_268","movie_403","rated",7329,4,0.8000
"user_268","movie_269","rated",7335,4,0.8000
"user_268","movie_114","rated",7400,5,1.0000
"user_301","movie_187","rated",7424,4,0.8000
"user_31","movie_498","rated",7426,4,0.8000
"user_132","movie_137","rated",7430,4,0.8000
"user_268","movie_483","rated",7468,5,1.0000
"user_293","movie_943","rated",7474,2,0.4000
"user_268","movie_161","rated",7513,3,0.6000
"user_75","movie_472","rated",7515,4,0.8000
"user_75","movie_271","rated",7542,5,1.0000
"user_1","movie_175","rated",7562,5,1.0000
"user_373","movie_588","rated",7617,3,0.6000
"user_293","movie_8","rated",7631,3,0.6000
"user_69","movie_689","rated",7673,3,0.6000
"user_348","movie_288","rated",7679,5,1.0000
"user_73","movie_28","rated",7712,3,0.6000
"user_373","movie_694","rated",7713,5,1.0000
"user_373","movie_707","rated",7714,4,0.8000
"user_293","movie_23","rated",7742,4,0.8000
"user_293","movie_322","rated",7745,2,0.4000
"user_73","movie_156","rated",7763,4,0.8000
"user_268","movie_395","rated",7791,2,0.4000
"user_293","movie_228","rated",7821,3,0.6000
"user_301","movie_77","rated",7825,3,0.6000
"user_293","movie_466","rated",7879,3,0.6000
"user_301","movie_152","rated",7889,3,0.6000
"user_268","movie_558","rated",7897,3,0.6000
"user_268","movie_108","rated",7903,3,0.6000
"user_301","movie_411","rated",7921,1,0.2000
"user_348","movie_1","rated",7923,4,0.8000
"user_105","movie_258","rated",7926,5,1.0000
"user_268","movie_265","rated",7966,3,0.6000
"user_1","movie_107","rated",7994,4,0.8000
"user_373","movie_724","rated",8039,5,1.0000
"user_268","movie_82","rated",8077,3,0.6000
"user_301","movie_281","rated",8083,4,0.8000
"user_268","movie_129","rated",8138,2,0.4000
"user_69","movie_9","rated",8172,4,0.8000
"user_373","movie_598","rated",8212,3,0.6000
"user_128","movie_790","rated",8228,4,0.8000
"user_293","movie_55","rated",8229,4,0.8000
"user_293","movie_679","rated",8253,2,0.4000
"user_69","movie_48","rated",8274,5,1.0000
"user_293","movie_31","rated",8295,2,0.4000
"user_73","movie_48","rated",8317,2,0.4000
"user_128","movie_588","rated",8320,5,1.0000
"user_293","movie_27","rated",8355,3,0.6000
"user_75","movie_108","rated",8368,4,0.8000
"user_128","movie_423","rated",8371,4,0.8000
"user_293","movie_405","rated",8376,1,0.2000
"user_293","movie_616","rated",8404,3,0.6000
"user_128","movie_300","rated",8408,5,1.0000
"user_268","movie_17","rated",8468,3,0.6000
"user_301","movie_168","rated",8475,4,0.8000
"user_69","movie_1143","rated",8482,5,1.0000
"user_301","movie_159","rated",8495,3,0.6000
"user_128","movie_602","rated",8544,4,0.8000
"user_301","movie_407","rated",8556,2,0.4000
"user_293","movie_12","rated",8570,4,0.8000
"user_301","movie_160","rated",8576,2,0.4000
"user_373","movie_139","rated",8584,3,0.6000
"user_1","movie_218","rated",8598,3,0.6000
"user_348","movie_742","rated",8608,4,0.8000
"user_268","movie_746","rated",8612,3,0.6000
"user_128","movie_173","rated",8625,5,1.0000
"user_128","movie_237","rated",8631,4,0.8000
"user_373","movie_154","rated",8635,5,1.0000
"user_373","movie_2","rated",8664,4,0.8000
"user_128","movie_591","rated",8672,4,0.8000
"user_293","movie_147","rated",8697,2,0.4000
"user_268","movie_232","rated",8718,3,0.6000
"user_301","movie_684","rated",8724,3,0.6000
"user_1","movie_209","rated",8738,4,0.8000
"user_1","movie_259","rated",8746,1,0.2000
"user_293","movie_761","rated",8762,2,0.4000
"user_268","movie_421","rated",8764,3,0.6000
"user_69","movie_151","rated",8832,5,1.0000
"user_1","movie_108","rated",8835,5,1.0000
"user_1","movie_262","rated",8845,3,0.6000
"user_301","movie_380","rated",8870,4,0.8000
"user_293","movie_2","rated",8875,3,0.6000
"user_373","movie_849","rated",8878,3,0.6000
"user_373","movie_25","rated",8912,4,0.8000
"user_301","movie_67","rated",8913,2,0.4000
"user_373","movie_81","rated",8917,2,0.4000
"user_268","movie_1157","rated",8921,1,0.2000
"user_268","movie_153","rated",8946,5,1.0000
"user_1","movie_12","rated",8977,5,1.0000
"user_301","movie_182","rated",9067,5,1.0000
"user_348","movie_147","rated",9082,5,1.0000
"user_293","movie_871","rated",9090,1,0.2000
"user_373","movie_1135","rated",9107,3,0.6000
"user_69","movie_591","rated",9110,3,0.6000
"user_301","movie_8","rated",9121,4,0.8000
"user_69","movie_748","rated",9129,2,0.4000
"user_73","movie_507","rated",9130,3,0.6000
"user_268","movie_781","rated",9141,3,0.6000
"user_1","movie_14","rated",9171,5,1.0000
"user_373","movie_399","rated",9184,3,0.6000
"user_31","movie_493","rated",9194,5,1.0000
"user_301","movie_216","rated",9201,4,0.8000
"user_268","movie_679","rated",9216,4,0.8000
"user_1","movie_97","rated",9225,3,0.6000
"user_128","movie_56","rated",9241,3,0.6000
"user_373","movie_290","rated",9252,5,1.0000
"user_1","movie_44","rated",9256,5,1.0000
"user_293","movie_82","rated",9272,4,0.8000
"user_373","movie_230","rated",9285,4,0.8000
"user_128","movie_294","rated",9288,4,0.8000
"user_293","movie_208","rated",9291,3,0.6000
"user_1","movie_53","rated",9308,3,0.6000
"user_373","movie_151","rated",9352,4,0.8000
"user_1","movie_163","rated",9383,4,0.8000
"user_128","movie_190","rated",9417,4,0.8000
"user_73","movie_923","rated",9430,3,0.6000
"user_293","movie_1147","rated",9447,4,0.8000
"user_31","movie_321","rated",9453,4,0.8000
"user_105","movie_272","rated",9457,4,0.8000
"user_1","movie_210","rated",9567,4,0.8000
"user_373","movie_241","rated",9600,5,1.0000
"user_348","movie_975","rated",9632,4,0.8000
"user_293","movie_158","rated",9653,2,0.4000
"user_369","movie_948","rated",9659,2,0.4000
"user_373","movie_420","rated",9663,4,0.8000
"user_69","movie_333","rated",9670,3,0.6000
"user_75","movie_137","rated",9685,4,0.8000
"user_1","movie_184","rated",9693,4,0.8000
"user_293","movie_425","rated",9720,4,0.8000
"user_1","movie_157","rated",9723,4,0.8000
"user_268","movie_139","rated",9737,2,0.4000
"user_373","movie_427","rated",9754,4,0.8000
"user_268","movie_209","rated",9768,4,0.8000
"user_373","movie_89","rated",9800,5,1.0000
"user_301","movie_31","rated",9807,3,0.6000
"user_1","movie_201","rated",9812,3,0.6000
"user_128","movie_322","rated",9819,2,0.4000
"user_268","movie_978","rated",9847,2,0.4000
"user_373","movie_625","rated",9862,4,0.8000
"user_293","movie_401","rated",9876,1,0.2000
"user_128","movie_238","rated",9890,4,0.8000
"user_128","movie_151","rated",9917,3,0.6000
"user_31","movie_514","rated",9925,5,1.0000
"user_1","movie_150","rated",9972,5,1.0000
"user_301","movie_7","rated",9985,4,0.8000
"user_373","movie_68","rated",9986,5,1.0000
"user_293","movie_164","rated",9991,4,0.8000
"user_293","movie_720","rated",10009,1,0.2000
"user_268","movie_357","rated",10023,4,0.8000
"user_301","movie_686","rated",10039,4,0.8000
"user_293","movie_845","rated",10047,2,0.4000
"user_373","movie_596","rated",10050,3,0.6000
"user_73","movie_100","rated",10088,4,0.8000
"user_293","movie_76","rated",10102,3,0.6000
"user_293","movie_445","rated",10138,4,0.8000
"user_268","movie_998","rated",10140,1,0.2000
"user_301","movie_427","rated",10175,4,0.8000
"user_293","movie_183","rated",10177,4,0.8000
"user_268","movie_7","rated",10205,4,0.8000
"user_1","movie_183","rated",10208,5,1.0000
"user_128","movie_48","rated",10228,4,0.8000
"user_301","movie_772","rated",10249,3,0.6000
"user_128","movie_65","rated",10286,4,0.8000
"user_373","movie_114","rated",10323,5,1.0000
"user_293","movie_479","rated",10360,4,0.8000
"user_293","movie_464","rated",10372,3,0.6000
"user_268","movie_244","rated",10374,4,0.8000
"user_128","movie_568","rated",10403,4,0.8000
"user_373","movie_843","rated",10451,3,0.6000
"user_373","movie_94","rated",10464,2,0.4000
"user_373","movie_357","rated",10475,4,0.8000
"user_1","movie_248","rated",10481,4,0.8000
"user_373","movie_520","rated",10490,4,0.8000
"user_1","movie_208","rated",10509,5,1.0000
"user_268","movie_91","rated",10519,3,0.6000
"user_1","movie_128","rated",10521,4,0.8000
"user_301","movie_519","rated",10526,4,0.8000
"user_128","movie_1","rated",10540,4,0.8000
"user_293","movie_155","rated",10554,2,0.4000
"user_293","movie_642","rated",10561,3,0.6000
"user_268","movie_762","rated",10585,2,0.4000
"user_75","movie_952","rated",10601,5,1.0000
"user_373","movie_278","rated",10607,5,1.0000
"user_348","movie_294","rated",10614,4,0.8000
"user_105","movie_307","rated",10633,2,0.4000
"user_75","movie_597","rated",10656,3,0.6000
"user_293","movie_474","rated",10703,5,1.0000
"user_301","movie_215","rated",10705,5,1.0000
"user_128","movie_58","rated",10767,3,0.6000
"user_293","movie_71","rated",10803,4,0.8000
"user_301","movie_470","rated",10865,4,0.8000
"user_75","movie_1150","rated",10869,4,0.8000
"user_293","movie_480","rated",10882,5,1.0000
"user_75","movie_100","rated",10913,5,1.0000
"user_1","movie_242","rated",10923,5,1.0000
"user_293","movie_91","rated",10936,2,0.4000
"user_128","movie_686","rated",10940,4,0.8000
"user_301","movie_54","rated",10951,3,0.6000
"user_293","movie_33","rated",11025,2,0.4000
"user_128","movie_213","rated",11045,3,0.6000
"user_128","movie_425","rated",11053,5,1.0000
"user_75","movie_125","rated",11057,3,0.6000
"user_293","movie_619","rated",11074,1,0.2000
"user_1","movie_148","rated",11081,2,0.4000
"user_268","movie_182","rated",11102,4,0.8000
"user_1","movie_112","rated",11155,1,0.2000
"user_301","movie_151","rated",11209,2,0.4000
"user_373","movie_179","rated",11211,3,0.6000
"user_373","movie_228","rated",11221,4,0.8000
"user_105","movie_286","rated",11227,4,0.8000
"user_293","movie_1057","rated",11255,2,0.4000
"user_293","movie_181","rated",11258,3,0.6000
"user_293","movie_69","rated",11269,3,0.6000
"user_293","movie_504","rated",11272,4,0.8000
"user_301","movie_582","rated",11280,2,0.4000
"user_268","movie_370","rated",11296,2,0.4000
"user_301","movie_66","rated",11299,4,0.8000
"user_1","movie_193","rated",11322,4,0.8000
"user_128","movie_118","rated",11323,5,1.0000
"user_293","movie_139","rated",11380,3,0.6000
"user_373","movie_747","rated",11430,4,0.8000
"user_293","movie_583","rated",11447,3,0.6000
"user_73","movie_180","rated",11453,4,0.8000
"user_293","movie_209","rated",11456,3,0.6000
"user_293","movie_485","rated",11523,3,0.6000
"user_369","movie_271","rated",11602,5,1.0000
"user_75","movie_1001","rated",11626,1,0.2000
"user_373","movie_204","rated",11637,5,1.0000
"user_1","movie_264","rated",11664,2,0.4000
"user_128","movie_723","rated",11690,3,0.6000
"user_69","movie_150","rated",11719,5,1.0000
"user_373","movie_58","rated",11736,4,0.8000
"user_369","movie_988","rated",11737,3,0.6000
"user_128","movie_280","rated",11739,1,0.2000
"user_301","movie_161","rated",11746,3,0.6000
"user_73","movie_89","rated",11774,5,1.0000
"user_301","movie_154","rated",11783,4,0.8000
"user_293","movie_151","rated",11784,4,0.8000
"user_128","movie_494","rated",11785,4,0.8000
"user_105","movie_333","rated",11789,3,0.6000
"user_1","movie_219","rated",11808,1,0.2000
"user_373","movie_506","rated",11815,4,0.8000
"user_69","movie_100","rated",11830,5,1.0000
"user_268","movie_474","rated",11833,5,1.0000
"user_293","movie_92","rated",11835,4,0.8000
"user_1","movie_232","rated",11860,3,0.6000
"user_373","movie_729","rated",11864,4,0.8000
"user_128","movie_14","rated",11891,5,1.0000
"user_301","movie_710","rated",11915,3,0.6000
"user_268","movie_735","rated",11921,3,0.6000
"user_301","movie_756","rated",11938,4,0.8000
"user_373","movie_210","rated",11945,5,1.0000
"user_293","movie_443","rated",11966,4,0.8000
"user_268","movie_169","rated",11983,5,1.0000
